GUID,Electoral Divisions,Population (2022) - F1060C01,ED_ID,ED,COUNTY,PROVINCE,CENTROID_X,CENTROID_Y,AREA,ESRI_OID,Shape__Area,Shape__Length,QoL,a_sense_of_control:cost_of_living,a_sense_of_control:essential_services,a_sense_of_control:influence_and_contribution,a_sense_of_control:safety,a_sense_of_wonder:distinctive_design_and_culture,a_sense_of_wonder:play_and_recreation,connected_communities:belonging,connected_communities:local_business_and_jobs,connection_to_nature:biodiversity,connection_to_nature:climate_resilience_and_adaptation,connection_to_nature:green_and_blue_spaces,getting_around:car,getting_around:public_transport,getting_around:walking_and_cycling,health_equity:air_noise_light,health_equity:food_choice,health_equity:housing_standard
2ae19629-1ea7-13a3-e055-000000000001,"Rath, Wicklow",287,257063,RATH,WICKLOW,Leinster,689309.11,673427.9,16152270.64,316,16152270.64,25889.01566,59,45,57,68,79,67,60,70,48,68,61,79,48,35,57,68,60,35
2ae19629-1ea8-13a3-e055-000000000001,"Rathdangan, Wicklow",498,257064,RATHDANGAN,WICKLOW,Leinster,698831.29,684864.29,24420615.2,1673,24420615.2,33434.50591,34,20,32,43,54,42,35,45,23,43,36,54,23,10,32,43,35,10
2ae19629-1eb4-13a3-e055-000000000001,"Rathdrum, Wicklow",3173,257065,RATHDRUM,WICKLOW,Leinster,719240.31,688686.18,37305007.29,1663,37305007.29,38738.89585,73,59,71,82,93,81,74,84,62,82,75,93,62,49,71,82,74,49
2ae19629-1eb5-13a3-e055-000000000001,"Rathsallagh, Wicklow",291,257066,RATHSALLAGH,WICKLOW,Leinster,686782.9,697715.52,15038457.22,2548,15038457.22,21965.45943,67,55,62,70,80,68,59,75,58,72,65,82,52,48,63,78,60,53
2ae19629-1eb6-13a3-e055-000000000001,"Shillelagh, Wicklow",633,257067,SHILLELAGH,WICKLOW,Leinster,698084.26,668471.07,15764996.77,3260,15764996.77,20716.52054,72,60,68,75,85,72,63,80,62,78,70,88,58,52,68,82,65,58
2ae19629-1ec1-13a3-e055-000000000001,"Stratford, Wicklow",463,257068,STRATFORD,WICKLOW,Leinster,687713.34,694382.86,9342536.33,1411,9342536.33,15768.2583,62,50,58,65,75,62,55,70,52,68,60,78,48,42,58,72,55,48
2ae19629-1ec2-13a3-e055-000000000001,"Talbotstown, Wicklow",456,257069,TALBOTSTOWN,WICKLOW,Leinster,691241.58,686060.02,14600854.07,3103,14600854.07,22301.35894,58,45,52,60,70,58,50,65,48,62,55,72,42,38,52,68,50,42
2ae19629-1ec3-13a3-e055-000000000001,"The Grange, Wicklow",472,257070,THE GRANGE,WICKLOW,Leinster,684156.67,695220.16,17832690.76,1792,17832690.76,25199.97662,75,62,70,80,88,78,68,85,68,82,75,92,62,58,72,88,70,62
2ae19629-1ec4-13a3-e055-000000000001,"Tinahely, Wicklow",1634,257071,TINAHELY,WICKLOW,Leinster,702167.66,673854.88,40544565.58,1237,40544565.58,33071.61378,65,52,60,72,82,65,58,78,55,75,68,85,55,50,65,80,62,55
2ae19629-1ed2-13a3-e055-000000000001,"Tober, Wicklow",495,257072,TOBER,WICKLOW,Leinster,689713.42,701510.91,19534227.89,1769,19534227.89,24419.81847,55,42,50,58,68,55,48,62,45,60,52,70,40,35,50,65,48,40
2ae19629-1ed3-13a3-e055-000000000001,"Togher, Wicklow, 257073",387,257073,TOGHER,WICKLOW,Leinster,699851.95,704812.53,20246397.85,1401,20246397.85,26869.54839,60,48,55,62,72,60,52,68,50,65,58,75,45,40,55,70,52,45
2ae19629-1ed4-13a3-e055-000000000001,"Togher, Wicklow, 257074",1500,257074,TOGHER,WICKLOW,Leinster,717887.55,704586.9,21375747.8,913,21375747.8,20623.31361,68,58,65,75,85,70,62,80,60,78,72,88,55,52,68,82,65,58
2ae19629-1edd-13a3-e055-000000000001,"Trooperstown, Wicklow",348,257075,TROOPERSTOWN,WICKLOW,Leinster,716997.11,694673.51,20223196.6,1284,20223196.6,23667.23086,78,65,72,82,90,80,70,88,70,85,78,95,65,60,75,90,72,65
2ae19629-1ede-13a3-e055-000000000001,"Tuckmill, Wicklow",314,257076,TUCKMILL,WICKLOW,Leinster,688619.05,691638.34,11592347.29,2831,11592347.29,18022.03641,65,55,60,65,70,60,65,70,55,75,70,70,60,50,65,70,60,50
2ae19629-1edf-13a3-e055-000000000001,"Wicklow Rural, Wicklow",10247,257077,WICKLOW RURAL,WICKLOW,Leinster,730967.94,694382.52,34006716.42,1044,34006716.42,47538.42174,72,60,65,70,75,65,70,75,60,80,75,75,65,55,70,75,65,55
2ae19629-1ee0-13a3-e055-000000000001,"Wicklow Urban, Wicklow",7102,257078,WICKLOW URBAN,WICKLOW,Leinster,731528.79,693848.59,3171970.27,1368,3171970.274,12479.35309,60,50,55,60,65,55,60,65,50,70,65,65,55,45,60,65,55,45
2ae19629-1ee1-13a3-e055-000000000001,"Arklow No. 2 Urban, Wicklow",3023,257079,ARKLOW No. 2 URBAN,WICKLOW,Leinster,724591.45,673963.55,2372267.92,27,2372267.915,9942.230042,58,48,53,58,63,53,58,63,48,68,63,63,53,43,58,63,53,43
2ae19629-1ee2-13a3-e055-000000000001,"Bray No. 1, Wicklow",1876,257080,BRAY No. 1,WICKLOW,Leinster,726193.66,719029.14,557838.57,1596,557838.5706,5088.859892,56,46,51,56,61,51,56,61,46,66,61,61,51,41,56,61,51,41
2ae19629-1eed-13a3-e055-000000000001,"Bray No. 2, Wicklow",6898,257081,BRAY No. 2,WICKLOW,Leinster,727261.0,718140.43,2327078.18,2026,2327078.183,8337.895196,54,44,49,54,59,49,54,59,44,64,59,59,49,39,54,59,49,39
2ae19629-1eee-13a3-e055-000000000001,"Rathmichael (Bray), Wicklow",2348,257082,RATHMICHAEL (BRAY),WICKLOW,Leinster,725400.01,718785.96,315542.78,2961,315542.7829,3557.689188,52,42,47,52,57,47,52,57,42,62,57,57,47,37,52,57,47,37
2ae19629-1eef-13a3-e055-000000000001,"Airport, Fingal",6152,267001,AIRPORT,DUBLIN,Leinster,716316.73,742411.3,8697795.85,1510,8697795.849,13243.60397,78,68,73,78,83,73,78,83,68,88,83,83,73,63,78,83,73,63
2ae19629-1ef0-13a3-e055-000000000001,"Balbriggan Rural, Fingal",19347,267002,BALBRIGGAN RURAL,DUBLIN,Leinster,719828.16,761726.8,25769744.41,543,25769744.41,35149.98442,80,70,75,80,85,75,80,85,70,90,85,85,75,65,80,85,75,65
2ae19629-1ef1-13a3-e055-000000000001,"Balbriggan Urban, Fingal",8102,267003,BALBRIGGAN URBAN,DUBLIN,Leinster,720392.54,763431.3,2185009.93,269,2185009.934,11048.32766,76,66,71,76,81,71,76,81,66,86,81,81,71,61,76,81,71,61
2ae19629-1ef2-13a3-e055-000000000001,"Baldoyle, Fingal",8096,267004,BALDOYLE,DUBLIN,Leinster,723892.66,740453.68,2676068.45,1227,2676068.455,8224.151466,78,65,82,76,85,73,81,82,79,75,72,80,70,78,83,76,80,68
2ae19629-1e22-13a3-e055-000000000001,"Balgriffin, Fingal",5544,267005,BALGRIFFIN,DUBLIN,Leinster,720054.8,742546.92,10373717.5,2914,10373717.5,16675.44025,75,62,80,73,83,70,78,80,76,72,69,77,68,75,80,73,77,65
2ae19629-1e23-13a3-e055-000000000001,"Ballinascorney, South Dublin",874,267006,BALLINASCORNEY,DUBLIN,Leinster,706093.91,722629.6,24127531.0,171,24127531.0,25531.10718,82,70,85,80,88,78,84,85,82,78,75,83,75,82,86,80,83,72
2ae19629-1e24-13a3-e055-000000000001,"Ballinteer-Woodpark, Dún Laoghaire-Rathdown",5323,267007,BALLINTEER-WOODPARK,DUBLIN,Leinster,716507.93,726203.8,951457.58,1590,951457.5838,4164.567426,85,72,88,83,90,80,87,88,85,80,78,85,78,85,88,83,85,75
2ae19629-1e25-13a3-e055-000000000001,"Ballinteer-Broadford, Dún Laoghaire-Rathdown",2480,267008,BALLINTEER-BROADFORD,DUBLIN,Leinster,715997.7,726759.48,579946.25,3050,579946.2469,3248.396836,83,71,86,81,89,79,85,86,83,79,76,84,76,83,87,81,84,73
2ae19629-1e26-13a3-e055-000000000001,"Ballinteer-Ludford, Dún Laoghaire-Rathdown",2110,267009,BALLINTEER-LUDFORD,DUBLIN,Leinster,716683.71,726811.59,461015.07,646,461015.0747,3201.960264,84,72,87,82,89,79,86,87,84,79,77,84,77,84,87,82,84,74
2ae19629-1e27-13a3-e055-000000000001,"Ballinteer-Marley, Dún Laoghaire-Rathdown",2222,267010,BALLINTEER-MARLEY,DUBLIN,Leinster,715364.22,726583.5,1326307.75,2430,1326307.746,6400.164665,86,73,89,84,91,81,88,89,86,81,79,86,79,86,89,84,86,76
2ae19629-1e28-13a3-e055-000000000001,"Ballinteer-Meadowbroads, Dún Laoghaire-Rathdown",1696,267011,BALLINTEER-MEADOWBROADS,DUBLIN,Leinster,716682.08,727527.43,342753.46,829,342753.455,2763.983735,87,74,90,85,92,82,89,90,87,82,80,87,80,87,90,85,87,77
2ae19629-1e29-13a3-e055-000000000001,"Ballinteer-Meadowmount, Dún Laoghaire-Rathdown",1828,267012,BALLINTEER-MEADOWMOUNT,DUBLIN,Leinster,716078.43,727493.33,390306.32,1632,390306.3195,2904.786548,88,75,91,86,93,83,90,91,88,83,81,88,81,88,91,86,88,78
2ae19629-1e2a-13a3-e055-000000000001,"Ballyboden, South Dublin",5246,267013,BALLYBODEN,DUBLIN,Leinster,712964.51,727366.23,1233108.06,1364,1233108.056,4818.09526,79,66,83,77,86,74,82,83,80,76,73,81,71,79,84,77,81,69
2ae19629-1e33-13a3-e055-000000000001,"Ballyboghil, Fingal",1629,267014,BALLYBOGHIL,DUBLIN,Leinster,714169.04,754090.89,19548957.42,1405,19548957.42,30359.09408,78,65,82,76,85,73,81,79,75,72,78,80,70,68,83,76,84,63
2ae19629-1e34-13a3-e055-000000000001,"Ballybrack, Dún Laoghaire-Rathdown",2872,267015,BALLYBRACK,DUBLIN,Leinster,724558.71,724707.51,608773.07,2900,608773.0713,3741.087188,62,58,65,63,70,60,68,65,62,63,62,67,60,55,68,64,66,56
2ae19629-1e35-13a3-e055-000000000001,"Balscadden, Fingal",743,267016,BALSCADDEN,DUBLIN,Leinster,716438.22,763100.43,15968025.17,98,15968025.17,24007.0981,75,68,78,75,80,72,79,77,73,70,76,78,72,70,81,74,82,66
2ae19629-1e36-13a3-e055-000000000001,"Blackrock-Monkstown, Dún Laoghaire-Rathdown",3422,267017,BLACKROCK-MONKSTOWN,DUBLIN,Leinster,722592.73,728340.07,732580.17,1053,732580.1694,4651.508616,85,75,90,88,92,87,89,86,83,82,85,88,80,82,90,84,91,78
2ae19629-1e37-13a3-e055-000000000001,"Blackrock-Seapoint, Dún Laoghaire-Rathdown",1519,267018,BLACKROCK-SEAPOINT,DUBLIN,Leinster,722508.55,728930.21,364502.6,1015,364502.5996,3133.818857,88,78,92,90,94,89,91,88,85,84,87,90,82,84,92,86,93,80
2ae19629-1e38-13a3-e055-000000000001,"Blackrock-Booterstown, Dún Laoghaire-Rathdown",3629,267019,BLACKROCK-BOOTERSTOWN,DUBLIN,Leinster,719840.84,729935.29,790976.08,2677,790976.0757,4260.858527,86,76,91,89,93,88,90,87,84,83,86,89,81,83,91,85,92,79
2ae19629-1cbe-13a3-e055-000000000001,"Blackrock-Carysfort, Dún Laoghaire-Rathdown",6232,267020,BLACKROCK-CARYSFORT,DUBLIN,Leinster,721054.99,727721.38,1305633.78,2476,1305633.78,5198.016282,87,77,92,90,94,90,91,88,85,84,87,90,82,84,92,86,93,80
2ae19629-1cbf-13a3-e055-000000000001,"Blackrock-Central, Dún Laoghaire-Rathdown",3774,267021,BLACKROCK-CENTRAL,DUBLIN,Leinster,720819.3,728965.14,1026367.79,3193,1026367.791,5843.167086,89,79,93,91,95,91,92,89,86,85,88,91,83,85,93,87,94,81
2ae19629-1cc0-13a3-e055-000000000001,"Blackrock-Glenomena, Dún Laoghaire-Rathdown",2000,267022,BLACKROCK-GLENOMENA,DUBLIN,Leinster,719140.49,730120.62,452309.4,135,452309.4001,3639.498173,84,74,89,87,91,86,88,85,82,81,84,87,79,81,89,83,90,77
2ae19629-1cc1-13a3-e055-000000000001,"Blackrock-Newpark, Dún Laoghaire-Rathdown",2278,267023,BLACKROCK-NEWPARK,DUBLIN,Leinster,721874.27,727856.22,502861.49,2300,502861.4863,3067.202386,83,73,88,86,90,85,87,84,81,80,83,86,78,80,88,82,89,76
2ae19629-1cc2-13a3-e055-000000000001,"Blackrock-Stradbrook, Dún Laoghaire-Rathdown",2612,267024,BLACKROCK-STRADBROOK,DUBLIN,Leinster,722474.58,727668.46,553379.83,3021,553379.8342,3905.002577,85,72,92,88,95,80,83,85,89,78,76,82,75,88,90,80,86,70
2ae19629-1cc3-13a3-e055-000000000001,"Blackrock-Templehill, Dún Laoghaire-Rathdown",2810,267025,BLACKROCK-TEMPLEHILL,DUBLIN,Leinster,721780.43,728815.22,787152.43,354,787152.4303,4459.681776,83,70,90,86,93,78,81,83,87,76,74,80,73,86,88,78,84,68
2ae19629-1cc4-13a3-e055-000000000001,"Blackrock-Williamstown, Dún Laoghaire-Rathdown",2876,267026,BLACKROCK-WILLIAMSTOWN,DUBLIN,Leinster,720454.39,729455.03,1068995.39,600,1068995.386,5556.065872,80,68,88,84,91,76,79,81,85,74,72,78,71,84,86,76,82,66
2ae19629-1cc5-13a3-e055-000000000001,"Blanchardstown-Abbotstown, Fingal",6551,267027,BLANCHARDSTOWN-ABBOTSTOWN,DUBLIN,Leinster,709702.84,739126.91,7186209.01,718,7186209.014,12417.61464,74,62,82,80,87,70,73,77,81,70,68,74,67,78,80,72,78,60
2ae19629-1cc6-13a3-e055-000000000001,"Blanchardstown-Blakestown, Fingal",43905,267028,BLANCHARDSTOWN-BLAKESTOWN,DUBLIN,Leinster,704404.81,739450.32,7873486.98,2473,7873486.98,14126.12753,72,60,80,78,85,68,71,75,79,68,66,72,65,76,78,70,76,58
2ae19629-1cc7-13a3-e055-000000000001,"Blanchardstown-Coolmine, Fingal",11271,267029,BLANCHARDSTOWN-COOLMINE,DUBLIN,Leinster,706746.46,739255.98,2750740.13,127,2750740.133,6660.003689,70,58,78,76,83,66,69,73,77,66,64,70,63,74,76,68,74,56
2ae19629-1cc8-13a3-e055-000000000001,"Blanchardstown-Corduff, Fingal",3689,267030,BLANCHARDSTOWN-CORDUFF,DUBLIN,Leinster,708075.32,740101.62,1448681.67,2681,1448681.668,5976.929734,68,56,76,74,81,64,67,71,75,64,62,68,61,72,74,66,72,54
2ae19629-1cc9-13a3-e055-000000000001,"Blanchardstown-Delwood, Fingal",5144,267031,BLANCHARDSTOWN-DELWOOD,DUBLIN,Leinster,706935.09,738073.14,1009814.02,375,1009814.023,4543.099735,66,54,74,72,79,62,65,69,73,62,60,66,59,70,72,64,70,52
2ae19629-1cdd-13a3-e055-000000000001,"Blanchardstown-Mulhuddart, Fingal",4219,267032,BLANCHARDSTOWN-MULHUDDART,DUBLIN,Leinster,707507.36,740756.02,1836908.14,2891,1836908.144,5511.819332,64,52,72,70,77,60,63,67,71,60,58,64,57,68,70,62,68,50
2ae19629-1cde-13a3-e055-000000000001,"Blanchardstown-Roselawn, Fingal",1647,267033,BLANCHARDSTOWN-ROSELAWN,DUBLIN,Leinster,707938.68,738394.87,469799.14,2960,469799.1432,2957.500084,62,50,70,68,75,58,61,65,69,58,56,62,55,66,68,60,66,48
2ae19629-1cdf-13a3-e055-000000000001,"Blanchardstown-Tyrrelstown, Fingal",3343,267034,BLANCHARDSTOWN-TYRRELSTOWN,DUBLIN,Leinster,705543.55,741492.45,3927075.85,6,3927075.85,9876.548268,78,65,85,72,80,75,82,80,73,70,78,75,70,75,80,72,80,68
2ae19629-1ce0-13a3-e055-000000000001,"Bohernabreena, South Dublin",5672,267035,BOHERNABREENA,DUBLIN,Leinster,711258.06,720929.15,43938821.49,8,43938821.49,32370.05645,65,55,70,62,75,68,72,70,60,65,70,60,65,68,72,60,70,60
2ae19629-1ce1-13a3-e055-000000000001,"Cabinteely-Granitefield, Dún Laoghaire-Rathdown",2713,267036,CABINTEELY-GRANITEFIELD,DUBLIN,Leinster,724007.55,725513.27,570424.52,2490,570424.5209,3300.744062,85,75,90,82,88,85,90,88,80,80,85,82,80,85,88,82,90,78
2ae19629-1ce2-13a3-e055-000000000001,"Cabinteely-Kilbogget, Dún Laoghaire-Rathdown",2683,267037,CABINTEELY-KILBOGGET,DUBLIN,Leinster,724109.26,724456.14,1061329.94,1546,1061329.942,4810.670363,83,72,88,80,85,82,88,85,78,78,83,80,78,83,85,80,88,75
2ae19629-1ce3-13a3-e055-000000000001,"Cabinteely-Loughlinstown, Dún Laoghaire-Rathdown",5362,267038,CABINTEELY-LOUGHLINSTOWN,DUBLIN,Leinster,722615.48,723491.84,6317933.38,1747,6317933.378,13499.47312,80,70,85,78,82,80,85,82,75,75,80,78,75,80,82,78,85,72
2ae19629-1ce4-13a3-e055-000000000001,"Cabinteely-Pottery, Dún Laoghaire-Rathdown",5106,267039,CABINTEELY-POTTERY,DUBLIN,Leinster,723162.78,726144.47,1605482.8,3128,1605482.797,5910.842882,82,72,88,78,85,82,87,85,78,78,82,80,78,82,85,80,87,75
2ae19629-1ce5-13a3-e055-000000000001,"Castleknock-Knockmaroon, Fingal",20967,267040,CASTLEKNOCK-KNOCKMAROON,DUBLIN,Leinster,707845.78,736518.63,7009241.78,3404,7009241.784,13669.3865,76,68,82,70,78,75,80,78,72,72,76,75,72,75,78,70,80,70
2ae19629-1cf6-13a3-e055-000000000001,"Castleknock-Park, Fingal",6355,267041,CASTLEKNOCK-PARK,DUBLIN,Leinster,709717.99,737566.77,2435730.14,1925,2435730.137,7272.95292,79,70,85,75,82,80,83,82,76,75,79,78,75,80,82,78,83,72
2ae19629-1cf7-13a3-e055-000000000001,"Churchtown-Castle, Dún Laoghaire-Rathdown",1911,267042,CHURCHTOWN-CASTLE,DUBLIN,Leinster,715346.6,728709.53,848653.96,2562,848653.9554,4640.624475,84,75,90,80,87,85,88,87,80,80,84,82,80,84,87,82,88,77
2ae19629-1cf8-13a3-e055-000000000001,"Churchtown-Landscape, Dún Laoghaire-Rathdown",1446,267043,CHURCHTOWN-LANDSCAPE,DUBLIN,Leinster,715542.45,729082.83,410588.23,1382,410588.2277,3012.346197,86,78,92,82,88,87,90,88,82,82,86,85,82,86,88,85,90,80
2ae19629-1cf9-13a3-e055-000000000001,"Churchtown-Nutgrove, Dún Laoghaire-Rathdown",3190,267044,CHURCHTOWN-NUTGROVE,DUBLIN,Leinster,715587.22,728023.85,767831.75,1628,767831.7469,4963.882126,78,65,88,76,89,82,85,81,74,73,79,84,71,86,91,75,83,62
2ae19629-1cfa-13a3-e055-000000000001,"Churchtown-Orwell, Dún Laoghaire-Rathdown",1968,267045,CHURCHTOWN-ORWELL,DUBLIN,Leinster,715935.67,729353.3,955949.94,2905,955949.9408,4540.156295,79,66,89,77,90,83,86,82,75,74,80,85,72,87,92,76,84,63
2ae19629-1cfb-13a3-e055-000000000001,"Churchtown-Woodlawn, Dún Laoghaire-Rathdown",1529,267046,CHURCHTOWN-WOODLAWN,DUBLIN,Leinster,716640.78,728906.12,415166.05,1681,415166.0494,2789.045512,80,67,90,78,91,84,87,83,76,75,81,86,73,88,93,77,85,64
2ae19629-1cfc-13a3-e055-000000000001,"Clondalkin-Ballymount, South Dublin",2320,267047,CLONDALKIN-BALLYMOUNT,DUBLIN,Leinster,709021.31,730624.28,3145735.79,3178,3145735.791,9798.092951,62,51,73,61,74,67,69,66,59,58,64,68,56,70,75,60,65,49
2ae19629-1cfd-13a3-e055-000000000001,"Clondalkin-Cappaghmore, South Dublin",2445,267048,CLONDALKIN-CAPPAGHMORE,DUBLIN,Leinster,705435.68,732855.65,2067735.59,1137,2067735.587,6774.003203,63,52,74,62,75,68,70,67,60,59,65,69,57,71,76,61,66,50
2ae19629-1cfe-13a3-e055-000000000001,"Clondalkin-Dunawley, South Dublin",11298,267049,CLONDALKIN-DUNAWLEY,DUBLIN,Leinster,704726.78,731598.34,4742358.79,2582,4742358.79,10613.17603,64,53,75,63,76,69,71,68,61,60,66,70,58,72,77,62,67,51
2ae19629-1cff-13a3-e055-000000000001,"Clondalkin-Monastery, South Dublin",11357,267050,CLONDALKIN-MONASTERY,DUBLIN,Leinster,708496.6,731468.5,3947541.45,266,3947541.451,9472.95701,65,54,76,64,77,70,72,69,62,61,67,71,59,73,78,63,68,52
2ae19629-1d00-13a3-e055-000000000001,"Clondalkin-Moorfield, South Dublin",7024,267051,CLONDALKIN-MOORFIELD,DUBLIN,Leinster,707279.63,733207.94,2236588.73,1772,2236588.728,7396.253995,66,55,77,65,78,71,73,70,63,62,68,72,60,74,79,64,69,53
2ae19629-1d01-13a3-e055-000000000001,"Clondalkin-Rowlagh, South Dublin",4106,267052,CLONDALKIN-ROWLAGH,DUBLIN,Leinster,706342.44,733569.53,728317.72,801,728317.7158,3818.499687,67,56,78,66,79,72,74,71,64,63,69,73,61,75,80,65,70,54
2ae19629-1d02-13a3-e055-000000000001,"Clondalkin Village, South Dublin",9388,267053,CLONDALKIN VILLAGE,DUBLIN,Leinster,704979.28,730296.57,6036367.76,2802,6036367.755,11846.37895,68,57,79,67,80,73,75,72,65,64,70,74,62,76,81,66,71,55
2ae19629-1d17-13a3-e055-000000000001,"Clonmethan, Fingal",933,267054,CLONMETHAN,DUBLIN,Leinster,710465.61,753344.47,16876982.17,1264,16876982.17,24137.15039,78,65,82,76,85,73,81,79,75,72,78,80,70,78,83,76,80,68
2ae19629-1d18-13a3-e055-000000000001,"Clonskeagh-Milltown, Dún Laoghaire-Rathdown",2252,267055,CLONSKEAGH-MILLTOWN,DUBLIN,Leinster,717153.0,730235.49,520148.38,2139,520148.3847,2942.133707,85,72,90,83,92,88,86,84,82,80,85,83,81,88,89,83,87,75
2ae19629-1d19-13a3-e055-000000000001,"Clonskeagh-Belfield, Dún Laoghaire-Rathdown",3754,267056,CLONSKEAGH-BELFIELD,DUBLIN,Leinster,718375.19,729995.45,1910627.76,150,1910627.765,6040.935891,83,70,88,81,90,86,84,82,80,78,83,81,79,86,87,81,85,73
2ae19629-1d1a-13a3-e055-000000000001,"Clonskeagh-Farranboley, Dún Laoghaire-Rathdown",1751,267057,CLONSKEAGH-FARRANBOLEY,DUBLIN,Leinster,716643.13,729832.23,363927.72,1520,363927.7161,2814.737689,84,71,89,82,91,87,85,83,81,79,84,82,80,87,88,82,86,74
2ae19629-1d1b-13a3-e055-000000000001,"Clonskeagh-Roebuck, Dún Laoghaire-Rathdown",3365,267058,CLONSKEAGH-ROEBUCK,DUBLIN,Leinster,718213.31,728951.22,749153.59,1489,749153.5879,3421.266818,86,73,91,84,93,89,87,85,83,81,86,84,82,89,90,84,88,76
2ae19629-1d1c-13a3-e055-000000000001,"Clonskeagh-Windy Arbour, Dún Laoghaire-Rathdown",3020,267059,CLONSKEAGH-WINDY ARBOUR,DUBLIN,Leinster,717322.38,729245.16,713114.71,711,713114.7057,3713.260449,87,74,92,85,94,90,88,86,84,82,87,85,83,90,91,85,89,77
2ae19629-1d1d-13a3-e055-000000000001,"Dalkey Hill, Dún Laoghaire-Rathdown",1536,267060,DALKEY HILL,DUBLIN,Leinster,726517.45,726135.94,1212966.29,2395,1212966.288,5690.181909,82,69,87,80,89,85,83,81,79,77,82,80,78,85,86,80,84,72
2ae19629-1d1e-13a3-e055-000000000001,"Dalkey Upper, Dún Laoghaire-Rathdown",2144,267061,DALKEY UPPER,DUBLIN,Leinster,725740.11,726514.93,584138.72,3153,584138.7166,3090.617713,80,67,85,78,87,83,81,79,77,75,80,78,76,83,84,78,82,70
2ae19629-1d1f-13a3-e055-000000000001,"Dalkey-Avondale, Dún Laoghaire-Rathdown",1439,267062,DALKEY-AVONDALE,DUBLIN,Leinster,724882.71,726134.58,523468.8,617,523468.7957,3389.090235,79,66,84,77,86,82,80,78,76,74,79,77,75,82,83,77,81,69
2ae19629-1d20-13a3-e055-000000000001,"Dalkey-Bullock, Dún Laoghaire-Rathdown",1802,267063,DALKEY-BULLOCK,DUBLIN,Leinster,726081.85,727358.22,571291.78,175,571291.7843,3733.685503,81,68,86,79,88,84,82,80,78,76,81,79,77,84,85,79,83,71
2ae19629-1d37-13a3-e055-000000000001,"Dalkey-Coliemore, Dún Laoghaire-Rathdown",1354,267064,DALKEY-COLIEMORE,DUBLIN,Leinster,726777.37,726840.26,497034.26,2429,497034.2625,4375.230557,78,65,82,76,85,80,75,79,72,73,78,81,70,68,83,76,84,62
2ae19629-1d38-13a3-e055-000000000001,"Donabate, Fingal",11783,267065,DONABATE,DUBLIN,Leinster,725841.79,749553.53,24416281.46,1819,24416281.46,49864.78093,72,68,75,70,80,73,78,75,70,78,75,72,72,65,78,70,76,65
2ae19629-1d39-13a3-e055-000000000001,"Dubber, Fingal",8931,267066,DUBBER,DUBLIN,Leinster,712754.96,743135.75,18051360.48,3162,18051360.48,25805.52867,68,66,70,65,75,70,73,72,68,75,72,68,70,62,75,68,73,63
2ae19629-1d3a-13a3-e055-000000000001,"Dún Laoghaire-East Central, Dún Laoghaire-Rathdown",2604,267067,DUN LAOGHAIRE-EAST CENTRAL,DUBLIN,Leinster,724589.6,728772.05,452763.25,798,452763.2496,6381.315719,75,63,80,73,82,78,72,76,70,70,75,78,68,70,80,73,80,60
2ae19629-1d3b-13a3-e055-000000000001,"Dún Laoghaire-Glasthule, Dún Laoghaire-Rathdown",2982,267068,DUN LAOGHAIRE-GLASTHULE,DUBLIN,Leinster,724758.27,727634.38,738521.55,1721,738521.546,4094.827205,80,62,85,78,88,82,78,82,75,75,80,83,72,70,85,78,86,65
2ae19629-1d3c-13a3-e055-000000000001,"Dún Laoghaire-Glenageary, Dún Laoghaire-Rathdown",4516,267069,DUN LAOGHAIRE-GLENAGEARY,DUBLIN,Leinster,724091.35,727591.24,590702.54,1026,590702.5353,3267.73857,79,64,83,77,86,81,77,80,73,74,79,82,71,69,84,77,85,63
2ae19629-1d3d-13a3-e055-000000000001,"Dún Laoghaire-Monkstown Farm, Dún Laoghaire-Rathdown",2321,267070,DUN LAOGHAIRE-MONKSTOWN FARM,DUBLIN,Leinster,723115.28,727551.94,341269.73,318,341269.7314,2631.839876,76,67,81,75,83,79,73,78,71,72,77,80,69,67,82,75,82,61
2ae19629-1d3e-13a3-e055-000000000001,"Dún Laoghaire-Mount Town, Dún Laoghaire-Rathdown",1915,267071,DUN LAOGHAIRE-MOUNT TOWN,DUBLIN,Leinster,723253.0,727835.58,335743.17,1997,335743.1684,2370.073119,77,66,82,76,84,80,74,79,72,73,78,81,70,68,83,76,83,62
2ae19629-1d3f-13a3-e055-000000000001,"Dún Laoghaire-Sallynoggin East, Dún Laoghaire-Rathdown",2941,267072,DUN LAOGHAIRE SALLYNOGGIN EAST,DUBLIN,Leinster,724559.89,726676.95,739158.33,571,739158.3266,3997.642491,74,69,79,72,80,77,71,75,69,70,75,78,67,65,80,72,79,59
2ae19629-1d40-13a3-e055-000000000001,"Dún Laoghaire-Sallynoggin South, Dún Laoghaire-Rathdown",1434,267073,DUN LAOGHAIRE SALLYNOGGIN SOUTH,DUBLIN,Leinster,723949.52,726177.65,409644.96,1190,409644.9615,3388.165968,73,68,78,71,79,76,70,74,68,69,74,77,66,64,79,71,78,58
2ae19629-1d41-13a3-e055-000000000001,"Dún Laoghaire-Sallynoggin West, Dún Laoghaire-Rathdown",4354,267074,DUN LAOGHAIRE-SALLYNOGGIN WEST,DUBLIN,Leinster,723568.83,727094.21,613421.36,2522,613421.3578,3519.563654,78,65,88,76,89,87,82,75,73,71,79,83,72,81,86,74,85,68
